Country,Year,Y10T14,Y15T19,Y20T24,Y25T29,Y30T34,Y35T39,Y40T44,Y45T49,Y50T54,Y55T59,Y5T9,Y60T64,Y65T69,Y70T74,Y75T79,Y80T84,Y_GE85,Y_LE4
AUS,1965,0.09384616741175744,0.08932271689195743,0.07211067904663651,0.06363692475905793,0.06080646156830587,0.06749023446110979,0.06786057543933903,0.05754393390295303,0.05595675828197057,0.04638079870204305,0.0997716230634253,0.03741325644349214,0.030791207047059756,0.024283787001031665,0.01685933215176926,0.008650107134354417,0.004620444585526722,0.10265499210821011
AUS,1966,0.09394441035293079,0.09099005836287054,0.07406863641857604,0.06438028611238177,0.05950274744648432,0.06593216361604615,0.06693617258264108,0.05844666726094526,0.055556973241428206,0.04687021800426191,0.10084479517992934,0.037474121724922926,0.030682103656554792,0.023914310774483517,0.01688995506529679,0.008811415804373604,0.00472882533364806,0.10002613906222493
AUS,1967,0.0939315766876022,0.08892457529308646,0.07880480152771259,0.06551011867198438,0.05988620466785625,0.0640452584515502,0.06595142434010522,0.0593987089499705,0.05471588542765799,0.04735725960960679,0.10149199793407587,0.037846685986820325,0.030598238269125774,0.023439204317489894,0.016929119376954706,0.008981125474380286,0.00477113550736761,0.09741667950665298
AUS,1968,0.09385896065622779,0.08877328688897614,0.08259290085842395,0.06637781896110591,0.0603374988081493,0.06194342654265035,0.0652153221411093,0.06064719262430743,0.0532697513081212,0.047684270526999945,0.10114122046344151,0.03839254003473334,0.03048689547146699,0.023166163348290626,0.016700565884465637,0.009289149016520195,0.004797297944354208,0.09532573852065618
AUS,1969,0.09441031381029166,0.08859608249652165,0.08441309779145649,0.06852450792276678,0.06128175340907219,0.0600605201951168,0.06442103058840185,0.061469472349945944,0.05151262161162011,0.04798534846327338,0.10007295107059325,0.038804897393087866,0.03050726354874911,0.022685613830335676,0.01626574021688306,0.009406333548995378,0.004857859576772888,0.09472459217611592
AUS,1970,0.09507706229353638,0.08813658274027533,0.08600087836359248,0.07097699120732939,0.06215753634123426,0.05862577273569323,0.06296418209806091,0.061653592619826954,0.05082164094085805,0.04795716502353936,0.09825623319537977,0.03897428623763517,0.030405883772812288,0.022646925419607306,0.015942627010727854,0.009402392145609752,0.005052949270065143,0.09494729858421637
AUS,1971,0.09574122817590368,0.08695744671895764,0.08728735508157216,0.07364922958247193,0.06305596465672043,0.05776725274952333,0.06148386827695007,0.061056693960059735,0.05184788094524753,0.04717865597736022,0.09538614239475514,0.039504288005179355,0.03053668843480254,0.022880533914327136,0.015576097982248007,0.009327812667761769,0.005121959338851703,0.09564090113730761
AUS,1972,0.09590200113292098,0.08747913356801555,0.08482655605252809,0.07773309668674735,0.06399334799796508,0.0574834872558417,0.05985666805776213,0.059918079710972856,0.05277230393070661,0.04688415161417186,0.09278316109005759,0.0399040444797764,0.030966055667070363,0.02303966786894197,0.01543071141904967,0.009378093132839193,0.005245472224794613,0.096403968109838
AUS,1973,0.09558920120036687,0.0877102200756516,0.08428803710278722,0.0805429256446981,0.06465493303065976,0.05768979286814551,0.05771593222959571,0.059421655150290964,0.0539253545734034,0.04620143243700747,0.09070410257648207,0.040458548082133575,0.03155191240159419,0.023368292939751067,0.015263832054084337,0.009464226025355328,0.005411144016922311,0.09603845759107049
AUS,1974,0.09463401573947039,0.08837053931074577,0.08429098308181462,0.08197290434860931,0.06634558494905947,0.058423235704154856,0.05584347131452262,0.05857153153006095,0.055111538501057857,0.045120553575565395,0.08973639123455801,0.04119162509707547,0.03198562426822204,0.02385303745194687,0.015178788289745412,0.009478835999463949,0.005577817742753891,0.0943135218611731
AUS,1975,0.09291416285689298,0.08880086691170622,0.08384455619540639,0.08346090961668093,0.06794366513483954,0.05956080744288759,0.0542254567859558,0.05787672132610715,0.055151750936353175,0.04532672760625049,0.08984182316339998,0.04166977674720246,0.03248788328218646,0.023760895328904963,0.015814444617593255,0.009395238391721872,0.005748652468384247,0.09217566118752651
AUS,1976,0.09036610130503753,0.0898431941149354,0.08361370056743768,0.08432131414030687,0.0695062517623533,0.06008758018462514,0.053397959664316104,0.056687828326818845,0.055329538063731254,0.04633108775883389,0.09129063086137237,0.04173580388571777,0.03321700584255078,0.024117722385024017,0.01641100533646099,0.009502402287508739,0.006028539844024296,0.08821233366894501
AUS,1977,0.08835480023793295,0.09086103005347854,0.08379322099677894,0.08257107372947768,0.07400455770388228,0.0606201250627632,0.05364483139159064,0.054945119986043074,0.054789260098163546,0.047327644118607404,0.09273205331873756,0.041528204791437345,0.03393665859793462,0.024555894441988486,0.016591820568911137,0.009447561250751644,0.006192541639321899,0.08410360201219906
AUS,1978,0.08680269275808529,0.0909364726791188,0.08427421896191689,0.08230050932308118,0.07716103655795513,0.06117169727816659,0.05394242250033167,0.05323820769253001,0.054348432422155604,0.04849220937994346,0.09276755653409595,0.04106083498064489,0.0345407891983254,0.025160706457263975,0.016817655233506194,0.009500075038711966,0.006381946695702528,0.08110253630846447
AUS,1979,0.08630844513561806,0.09049211376156169,0.08542471411528832,0.08220716989136405,0.07883965042334422,0.06270349908020466,0.05449102831831595,0.05174697047595749,0.05367474137881742,0.04972750593511356,0.09117923047474914,0.04016505130400271,0.035405800149617014,0.02567917877221323,0.017203889656523624,0.009548538692062934,0.006524233126700009,0.07867823930854592
AUS,1980,0.08657292820942888,0.08897756542951392,0.086363882576237,0.08233274512029515,0.08033047991487924,0.06468240714957842,0.05510829407603327,0.05046002288069782,0.05270617465817092,0.05014128272904719,0.0889114220846368,0.04019712077747555,0.035971432063299454,0.02620385651085962,0.017286889817436202,0.009993701411520756,0.006715795112415106,0.07704399947847469
